B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,M1,M2,M3,M4,M5,M6,M7,M8,B_mean,R_mean,M_mean,SMB_ENT,Q4_OrgSize
2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.3333333333333335,,3.875,1,500-999
3.0,1.0,3.0,2.0,2.0,5.0,5.0,4.0,2.0,3.0,2.0,5.0,5.0,5.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0555555555555554,2.588235294117647,2.875,2,10000+
2.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,2.0,3.0,4.0,5.0,3.0,5.0,2.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,3.388888888888889,3.764705882352941,4.375,1,100-499
4.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.6666666666666665,2.0588235294117645,1.625,2,10000+
3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.2777777777777777,4.176470588235294,4.625,2,1000-4999
3.0,1.0,1.0,4.0,4.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,3.0,4.0,4.0,2.6666666666666665,3.235294117647059,3.75,2,10000+
3.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.5,2.411764705882353,3.0,2,1000-4999
4.0,3.0,1.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.9444444444444446,2.235294117647059,2.75,1,100-499
4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.3333333333333335,2.7058823529411766,3.0,1,500-999
3.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.4444444444444446,2.9411764705882355,2.625,2,10000+
2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,2.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.388888888888889,3.3529411764705883,3.375,2,10000+
2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.611111111111111,2.5294117647058822,2.75,1,500-999
1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,2.1666666666666665,2.8823529411764706,4.375,1,100-499
4.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,,3.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0555555555555554,,3.375,2,1000-4999
1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,2.0,1.3888888888888888,3.7058823529411766,3.875,2,1000-4999
2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,1.3888888888888888,3.7058823529411766,4.0,2,1000-4999
2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,2.6666666666666665,2.9411764705882355,3.875,2,10000+
2.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,,4.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,,3.0,3.0,3.0,,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,2.611111111111111,,3.5,1,<100
2.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,2.388888888888889,3.7058823529411766,2.875,1,100-499
3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.2222222222222223,3.0,4.0,1,500-999
3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.8823529411764706,3.375,2,1000-4999
4.0,2.0,1.0,2.0,2.0,4.0,5.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,2.5,2.9411764705882355,3.25,2,1000-4999
,,5.0,5.0,,,5.0,,4.0,5.0,4.0,4.0,2.0,4.0,3.0,5.0,5.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,,2.411764705882353,2.625,1,100-499
2.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,5.0,4.0,3.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.3333333333333335,2.9411764705882355,2.875,1,<100
3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.6666666666666665,2.5294117647058822,2.625,1,100-499
5.0,5.0,4.0,4.0,2.0,4.0,5.0,2.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,3.5,2.6470588235294117,1.75,1,100-499
3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0,1.0,5.0,4.0,2.0,3.0,3.0,3.0,4.0,2.5,3.3529411764705883,3.125,1,100-499
2.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,2.0,5.0,2.0,1.0,5.0,3.0,4.0,,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,,3.0,5.0,4.0,5.0,5.0,,,4.0,,3.0,4.0,2.9444444444444446,,,2,10000+
5.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,2.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,4.055555555555555,3.0,3.125,1,100-499
2.0,4.0,3.0,3.0,4.0,5.0,5.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.111111111111111,2.5294117647058822,2.125,2,10000+
2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.6666666666666665,3.0,3.0,2,10000+
3.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.2222222222222223,3.0,2.25,1,100-499
1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,1.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.1666666666666665,3.235294117647059,2.125,2,1000-4999
2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0555555555555554,3.6470588235294117,3.75,1,100-499
4.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.8333333333333335,3.176470588235294,3.125,1,100-499
3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,2.5555555555555554,3.6470588235294117,4.5,1,<100
3.0,2.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.6666666666666665,3.176470588235294,3.0,2,1000-4999
5.0,3.0,5.0,1.0,4.0,5.0,5.0,1.0,5.0,4.0,1.0,5.0,3.0,4.0,5.0,1.0,3.0,4.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,5.0,1.0,4.0,3.0,3.0,2.0,3.5555555555555554,2.1176470588235294,2.875,1,100-499
1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.6666666666666667,3.0,2.25,2,1000-4999
1.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.6666666666666665,3.0,3.125,2,10000+
5.0,4.0,3.0,2.0,1.0,5.0,2.0,3.0,4.0,3.0,2.0,5.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,5.0,3.0,2.0,5.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0555555555555554,3.4705882352941178,3.625,1,<100
3.0,1.0,2.0,4.0,3.0,5.0,5.0,4.0,1.0,5.0,2.0,1.0,5.0,3.0,5.0,5.0,1.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.1666666666666665,2.8823529411764706,2.875,2,10000+
5.0,2.0,1.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,5.0,1.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0555555555555554,3.3529411764705883,3.875,1,100-499
2.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,5.0,1.0,3.0,,3.0,2.5294117647058822,,1,500-999
4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,2.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.611111111111111,2.6470588235294117,1.875,2,1000-4999
2.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,2.7058823529411766,3.25,2,10000+
2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,1.7222222222222223,3.7058823529411766,3.625,1,<100
3.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0588235294117645,2.875,2,5000-9999
2.0,1.0,1.0,2.0,2.0,5.0,1.0,4.0,4.0,3.0,1.0,2.0,5.0,4.0,3.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,2.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,2.7777777777777777,3.9411764705882355,4.375,1,<100
5.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.7222222222222223,3.1176470588235294,3.5,2,10000+
5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.111111111111111,1.588235294117647,1.25,2,5000-9999
3.0,1.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0555555555555554,3.6470588235294117,3.0,1,100-499
1.0,,1.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,5.0,4.0,,3.0,4.0,3.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,,3.0,3.0,2.0,,4.0,4.0,5.0,5.0,4.0,3.0,4.0,,,,2,5000-9999
3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.5555555555555554,2.0588235294117645,2.375,2,10000+
3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.411764705882353,3.625,1,100-499
5.0,5.0,5.0,5.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,3.388888888888889,2.823529411764706,3.5,1,<100
1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,5.0,2.1666666666666665,3.764705882352941,3.5,2,5000-9999
4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.388888888888889,3.235294117647059,3.125,1,500-999
2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,2.0,2.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.111111111111111,3.3529411764705883,3.375,1,<100
2.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.5,2.3529411764705883,2.375,2,1000-4999
3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,,4.0,,3.0,3.0,4.0,3.2777777777777777,2.6470588235294117,,1,100-499
2.0,1.0,1.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,2.8333333333333335,3.235294117647059,4.375,1,100-499
4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.3333333333333335,3.7058823529411766,3.625,2,1000-4999
3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,2.6666666666666665,3.764705882352941,4.125,1,500-999
2.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.8333333333333335,3.588235294117647,3.0,1,<100
1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,1.2777777777777777,3.2941176470588234,3.0,1,100-499
1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,5.0,5.0,4.0,5.0,4.0,,3.0,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,1.7777777777777777,,4.5,2,5000-9999
2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,5.0,1.0,2.0,2.0,1.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,2.2777777777777777,4.176470588235294,4.5,1,500-999
4.0,2.0,3.0,3.0,2.0,3.0,5.0,1.0,2.0,3.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,5.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,3.1666666666666665,3.6470588235294117,3.25,2,5000-9999
3.0,3.0,1.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,1.0,5.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5555555555555554,2.235294117647059,1.0,1,<100
