B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,M1,M2,M3,M4,M5,M6,M7,M8,B_mean,R_mean,M_mean,SMB_ENT,Q4_OrgSize
3.0,3.0,2.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,2.8333333333333335,1.6470588235294117,1.875,1,<100
3.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0,2.0,3.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,2.0,1.8888888888888888,3.588235294117647,3.75,1,100-499
5.0,2.0,3.0,5.0,1.0,2.0,5.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,2.0,3.0,5.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.388888888888889,3.1176470588235294,3.5,2,10000+
3.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0,2.0,2.111111111111111,3.4705882352941178,3.625,1,500-999
2.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,5.0,2.0,2.0,3.0,,4.0,4.0,1.0,2.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.7777777777777777,,2.25,2,1000-4999
1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,1.6666666666666667,4.705882352941177,4.125,2,10000+
1.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.7222222222222223,1.8235294117647058,2.25,1,100-499
4.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.2222222222222223,2.7058823529411766,2.625,1,100-499
2.0,5.0,1.0,3.0,3.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.7222222222222223,2.411764705882353,1.625,1,<100
3.0,2.0,2.0,5.0,4.0,2.0,4.0,3.0,5.0,2.0,1.0,3.0,5.0,5.0,3.0,5.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.2222222222222223,4.294117647058823,4.75,2,10000+
2.0,1.0,1.0,3.0,1.0,5.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.6666666666666665,4.294117647058823,3.875,1,100-499
4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.888888888888889,3.0,3.0,2,10000+
5.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,3.0,2.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,2.0,3.2222222222222223,3.1176470588235294,3.25,2,1000-4999
1.0,1.0,1.0,5.0,2.0,3.0,1.0,2.0,2.0,,1.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,4.0,4.0,,3.0,5.0,,,3.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,4.0,4.0,5.0,4.0,1.0,3.0,5.0,2.0,4.0,,,3.5,1,<100
4.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2.111111111111111,4.0,4.25,2,5000-9999
3.0,3.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,3.0,5.0,3.0,5.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,5.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,2.2222222222222223,3.411764705882353,2.75,1,<100
2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.3333333333333335,2.235294117647059,,1,<100
4.0,5.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,1.0,4.0,4.0,5.0,5.0,2.0,,4.0,5.0,4.0,5.0,2.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,2.0,5.0,2.0,5.0,5.0,1.0,5.0,2.0,3.0,3.1666666666666665,,3.5,2,5000-9999
1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,5.0,1.9444444444444444,3.5294117647058822,2.625,1,<100
5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0,1.0,5.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,3.1666666666666665,2.2941176470588234,2.5,1,<100
4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,4.055555555555555,2.6470588235294117,1.875,1,<100
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,1.3888888888888888,4.470588235294118,4.625,2,1000-4999
4.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,5.0,1.0,4.0,1.0,1.0,4.0,5.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,2.111111111111111,3.8823529411764706,3.625,2,5000-9999
1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,5.0,5.0,5.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.388888888888889,3.2941176470588234,3.125,1,<100
5.0,5.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,5.0,1.0,5.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,,1.0,1.0,4.0,5.0,4.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,,,2.875,1,<100
2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,1.6666666666666667,4.176470588235294,3.875,1,500-999
5.0,3.0,1.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,3.611111111111111,2.9411764705882355,3.375,2,1000-4999
2.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,5.0,4.0,2.2777777777777777,3.7058823529411766,3.625,2,1000-4999
4.0,1.0,1.0,3.0,1.0,4.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0,2.3333333333333335,2.7058823529411766,2.25,1,<100
4.0,1.0,1.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,,1.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,2.4444444444444446,,3.125,1,500-999
3.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.4444444444444446,2.7058823529411766,2.75,1,100-499
5.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.6666666666666665,2.7058823529411766,2.25,1,100-499
3.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,,2.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,2.3333333333333335,,2.625,2,1000-4999
5.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.2222222222222223,2.176470588235294,1.75,1,500-999
5.0,2.0,5.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,5.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,5.0,5.0,2.0,4.0,3.0,2.0,3.0,2.2222222222222223,3.176470588235294,3.5,1,100-499
4.0,4.0,1.0,3.0,3.0,5.0,5.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.2777777777777777,2.823529411764706,2.875,2,1000-4999
5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,,3.0,2.0,3.0,3.0,4.0,3.0,,3.0,2.0,2.0,,4.0,5.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,3.7777777777777777,,2.375,1,100-499
4.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.5555555555555554,3.588235294117647,3.875,2,10000+
2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.2222222222222223,1.588235294117647,1.875,1,500-999
1.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,1.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,2.0,3.0,4.0,3.0,,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.5,,3.375,1,<100
2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,1.5,4.0588235294117645,4.0,2,1000-4999
5.0,4.0,2.0,4.0,3.0,5.0,5.0,4.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,2.8823529411764706,2.625,1,100-499
2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.3333333333333335,3.0588235294117645,2.25,1,100-499
2.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,2.8333333333333335,2.823529411764706,2.5,1,100-499
2.0,3.0,5.0,3.0,1.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.6666666666666665,4.294117647058823,4.375,2,1000-4999
4.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,2.4444444444444446,2.6470588235294117,2.125,1,<100
3.0,2.0,1.0,4.0,1.0,5.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.1666666666666665,3.176470588235294,3.375,2,5000-9999
2.0,2.0,1.0,4.0,1.0,5.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,2.111111111111111,2.8823529411764706,2.875,2,1000-4999
5.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,5.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,5.0,1.0,3.0,5.0,2.0,3.0,2.0,1.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,2.888888888888889,3.0,4.125,2,10000+
3.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.388888888888889,2.7058823529411766,1.75,2,10000+
5.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0555555555555554,2.411764705882353,1.625,2,1000-4999
4.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.6666666666666665,3.411764705882353,2.875,2,10000+
3.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.5,2.823529411764706,1.875,1,100-499
5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,3.8333333333333335,2.7058823529411766,2.875,1,100-499
4.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,4.0,3.1666666666666665,2.6470588235294117,3.875,1,500-999
2.0,3.0,4.0,1.0,5.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,5.0,2.0,3.0,3.0,1.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,1.0,3.0,2.8333333333333335,3.0588235294117645,2.5,1,100-499
1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,1.5555555555555556,3.588235294117647,3.5,1,100-499
5.0,2.0,2.0,4.0,4.0,5.0,3.0,1.0,4.0,5.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,5.0,4.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,2.8333333333333335,2.7058823529411766,2.75,1,<100
2.0,3.0,1.0,2.0,2.0,4.0,5.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,2.7222222222222223,3.176470588235294,4.0,2,5000-9999
1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,1.7222222222222223,3.4705882352941178,3.625,1,100-499
2.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,3.388888888888889,3.2941176470588234,3.0,1,500-999
5.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.7777777777777777,2.411764705882353,3.625,2,5000-9999
5.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.7777777777777777,1.7647058823529411,2.125,1,100-499
2.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,2.6666666666666665,2.6470588235294117,3.0,1,100-499
